,year,month,day,country,region,province_or_state,city,lat,lon,attacktype1,target_type1,group_name,total_perps,weapon_type1,total_killed,total_wounded,deadly_score
179,1970,4,5,United States,North America,New York,New York City,40.697132,-73.931351,Bombing/Explosion,NGO,Unknown,-99,Explosives,0,0,0
180,1970,4,5,United States,North America,Texas,Houston,29.813822,-95.365295,Facility/Infrastructure Attack,Educational Institution,Student Radicals,-99,Incendiary,0,0,0
181,1970,4,8,United States,North America,Kansas,Lawrence,38.973065,-95.236534,Bombing/Explosion,Business,Unknown,-99,Explosives,0,0,0
182,1970,4,8,United States,North America,Kansas,Baxter Springs,37.023676,-94.735504,Bombing/Explosion,Private Citizens & Property,Strikers,-99,Explosives,0,0,0
183,1970,4,8,United States,North America,California,Los Angeles,34.097866,-118.407379,Facility/Infrastructure Attack,Educational Institution,Chicano Liberation Front,-99,Incendiary,0,0,0
184,1970,4,9,United States,North America,Illinois,East St. Louis,38.624421,-90.150603,Bombing/Explosion,Business,Unknown,-99,Explosives,0,0,0
185,1970,4,11,United States,North America,California,San Diego,32.715695,-117.161719,Bombing/Explosion,Military,Left-Wing Militants,-99,Explosives,0,0,0
186,1970,4,11,United States,North America,New York,Ithaca,42.455233,-76.475847,Facility/Infrastructure Attack,Educational Institution,Student Radicals,2,Incendiary,0,0,0
187,1970,4,11,United States,North America,Texas,Freeport,28.949564,-95.344371,Facility/Infrastructure Attack,Business,Unknown,-99,Incendiary,0,5,5
188,1970,4,13,United States,North America,California,Berkeley,37.874043,-122.280022,Bombing/Explosion,Utilities,New World Liberation Front (NWLF),-1,Explosives,0,0,0
189,1970,4,13,United States,North America,Missouri,Kansas City,39.176086,-94.574127,Bombing/Explosion,Educational Institution,Unknown,-99,Explosives,0,0,0
190,1970,4,13,United States,North America,Missouri,Kansas City,39.176086,-94.574127,Bombing/Explosion,Religious Figures/Institutions,Unknown,-99,Explosives,0,0,0
191,1970,4,13,United States,North America,Missouri,Kansas City,39.176086,-94.574127,Bombing/Explosion,Police,Unknown,-99,Explosives,0,0,0
192,1970,4,14,United States,North America,California,Trona,35.76625,-117.370674,Bombing/Explosion,Business,Strikers,-99,Explosives,0,0,0
193,1970,4,14,United States,North America,California,Long Beach,33.783824,-118.11409,Bombing/Explosion,Educational Institution,Student Radicals,-99,Explosives,0,0,0
194,1970,4,14,United States,North America,California,Los Angeles,34.097866,-118.407379,Bombing/Explosion,Business,Unknown,-99,Explosives,0,0,0
195,1970,4,15,Jordan,Middle East & North Africa,Amman,Amman,31.950001,35.933331,Bombing/Explosion,Government (Diplomatic),Popular Front for the Liberation of Palestine (PFLP),-1,Explosives,0,0,0
196,1970,4,15,United States,North America,California,Los Angeles,34.097866,-118.407379,Facility/Infrastructure Attack,Private Citizens & Property,Cuban Exiles,4,Incendiary,0,0,0
197,1970,4,15,United States,North America,California,Los Angeles,34.097866,-118.407379,Facility/Infrastructure Attack,Educational Institution,Chicano Liberation Front,-99,Incendiary,0,0,0
198,1970,4,15,United States,North America,California,Los Angeles,34.097866,-118.407379,Facility/Infrastructure Attack,Educational Institution,Chicano Liberation Front,-99,Incendiary,0,0,0
199,1970,4,16,United States,North America,Missouri,Kansas City,39.176086,-94.574127,Bombing/Explosion,Business,Unknown,-99,Explosives,0,0,0
200,1970,4,16,United States,North America,Missouri,Kansas City,39.176086,-94.574127,Bombing/Explosion,Private Citizens & Property,Unknown,-99,Explosives,0,0,0
201,1970,4,16,United States,North America,Missouri,Kansas City,39.176086,-94.574127,Bombing/Explosion,Private Citizens & Property,Unknown,-99,Explosives,0,0,0
202,1970,4,16,United States,North America,California,Trona,35.76625,-117.370674,Bombing/Explosion,Business,Strikers,-99,Explosives,0,0,0
203,1970,4,17,United States,North America,California,Oakland,37.791927,-122.225906,Armed Assault,Police,Black Panthers,-99,Firearms,0,2,2
204,1970,4,19,United States,North America,Washington,Seattle,47.610786,-122.331306,Bombing/Explosion,Religious Figures/Institutions,White extremists,-99,Explosives,0,0,0
205,1970,4,19,United States,North America,Washington,Seattle,47.610786,-122.331306,Bombing/Explosion,Business,White extremists,-99,Explosives,0,0,0
206,1970,4,19,United States,North America,Washington,Seattle,47.610786,-122.331306,Bombing/Explosion,Business,White extremists,-99,Explosives,0,0,0
207,1970,4,19,United States,North America,Washington,Seattle,47.610786,-122.331306,Bombing/Explosion,Government (General),White extremists,-99,Explosives,0,0,0
208,1970,4,19,United States,North America,New York,New York City,40.697132,-73.931351,Bombing/Explosion,Police,Black Nationalists,-99,Explosives,0,3,3
209,1970,4,20,United States,North America,Kansas,Lawrence,38.954344,-95.255796,Facility/Infrastructure Attack,Educational Institution,Student Radicals,-99,Incendiary,0,3,3
210,1970,4,21,Philippines,Southeast Asia,Unknown,Cauayan,0.0,0.0,Bombing/Explosion,Airports & Aircraft,Unknown,-1,Explosives,36,0,72
211,1970,4,21,United States,North America,California,Los Angeles,34.097866,-118.407379,Facility/Infrastructure Attack,Business,Left-Wing Militants,3,Incendiary,0,0,0
212,1970,4,22,United States,North America,California,Trona,35.76625,-117.370674,Bombing/Explosion,Business,Strikers,-99,Explosives,0,0,0
213,1970,4,22,United States,North America,California,Berkeley,37.874043,-122.280022,Facility/Infrastructure Attack,Educational Institution,Student Radicals,-99,Incendiary,0,0,0
214,1970,4,22,United States,North America,California,Berkeley,37.874043,-122.280022,Facility/Infrastructure Attack,Educational Institution,Student Radicals,-99,Incendiary,0,0,0
215,1970,4,22,United States,North America,Wisconsin,Milwaukee,43.064388,-87.966202,Facility/Infrastructure Attack,Government (General),Student Radicals,-99,Incendiary,0,0,0
216,1970,4,22,United States,North America,Illinois,Champaign,40.102408,-88.227159,Facility/Infrastructure Attack,Police,Student Radicals,2,Incendiary,0,0,0
217,1970,4,22,United States,North America,California,Redlands,34.062685,-117.163181,Facility/Infrastructure Attack,Educational Institution,Left-Wing Militants,-99,Incendiary,0,0,0
218,1970,4,23,United States,North America,Puerto Rico,Aguada,18.379626,-67.188421,Bombing/Explosion,Military,Armed Commandos of Liberation,-99,Explosives,0,0,0
219,1970,4,23,United States,North America,Puerto Rico,Aguada,18.379626,-67.188421,Bombing/Explosion,Telecommunication,Armed Commandos of Liberation,-99,Explosives,0,0,0
220,1970,4,23,United States,North America,Puerto Rico,Aguada,18.379626,-67.188421,Bombing/Explosion,Telecommunication,Armed Commandos of Liberation,-99,Explosives,0,0,0
221,1970,4,23,United States,North America,Puerto Rico,Aguada,18.379626,-67.188421,Bombing/Explosion,Police,Armed Commandos of Liberation,-99,Explosives,0,0,0
222,1970,4,24,United States,North America,California,Palo Alto,37.424305,-122.143913,Facility/Infrastructure Attack,Educational Institution,Student Radicals,-99,Incendiary,0,0,0
223,1970,4,24,United States,North America,Maryland,Baltimore,39.308342,-76.616104,Armed Assault,Police,Black Panthers,3,Firearms,1,1,3
224,1970,4,24,United States,North America,New York,New York City,40.697132,-73.931351,Bombing/Explosion,Military,Left-Wing Militants,-99,Explosives,0,0,0
225,1970,4,24,United States,North America,New York,New York City,40.697132,-73.931351,Assassination,Government (Diplomatic),The World United Formosans for Independence (WUFI),2,Firearms,0,0,0
226,1970,4,25,Turkey,Middle East & North Africa,Istanbul,Istanbul,41.106178,28.689863,Bombing/Explosion,Airports & Aircraft,Palestinians,-1,Explosives,0,0,0
227,1970,4,25,United States,North America,Pennsylvania,Philadelphia,40.008171,-75.13549,Facility/Infrastructure Attack,Educational Institution,Left-Wing Militants,1,Incendiary,0,0,0
228,1970,4,25,United States,North America,Michigan,East Lansing,42.7375,-84.483779,Bombing/Explosion,Business,Left-Wing Militants,-99,Explosives,0,0,0
229,1970,4,25,United States,North America,Michigan,East Lansing,42.7375,-84.483779,Bombing/Explosion,Business,Left-Wing Militants,-99,Explosives,0,0,0
230,1970,4,25,United States,North America,Michigan,East Lansing,42.7375,-84.483779,Bombing/Explosion,Business,Left-Wing Militants,-99,Explosives,0,0,0
231,1970,4,26,United States,North America,Louisiana,Baton Rouge,30.443335,-91.186994,Bombing/Explosion,Government (General),Black Nationalists,-1,Explosives,0,0,0
232,1970,4,26,United States,North America,Louisiana,Baton Rouge,30.443335,-91.186994,Bombing/Explosion,Food or Water Supply,Black Nationalists,-99,Explosives,0,0,0
233,1970,4,26,United States,North America,Minnesota,Robbinsdale,45.031807,-93.336547,Bombing/Explosion,Government (General),Left-Wing Militants,-99,Explosives,0,0,0
234,1970,4,27,United States,North America,Iowa,Iowa City,41.657825,-91.526534,Bombing/Explosion,Business,Black Nationalists,-99,Explosives,0,2,2
235,1970,4,27,United States,North America,Connecticut,New Haven,41.312065,-72.928288,Facility/Infrastructure Attack,Educational Institution,Student Radicals,-99,Incendiary,0,0,0
236,1970,4,27,United States,North America,Illinois,Evanston,42.056459,-87.675267,Facility/Infrastructure Attack,Educational Institution,Student Radicals,-99,Incendiary,0,0,0
237,1970,4,27,United States,North America,California,Fullerton,33.882923,-117.929104,Bombing/Explosion,Educational Institution,Student Radicals,-99,Explosives,0,0,0
238,1970,4,27,United States,North America,Iowa,Ames,42.025345,-93.620199,Facility/Infrastructure Attack,Private Citizens & Property,Left-Wing Militants,-99,Incendiary,0,0,0
239,1970,4,27,United States,North America,Missouri,St. Charles,38.788097,-90.497479,Bombing/Explosion,Private Citizens & Property,Unknown,-99,Explosives,0,0,0
240,1970,4,28,West Germany (FRG),Western Europe,Berlin,West Berlin,52.50153,13.401851,Facility/Infrastructure Attack,Business,Extraparliamentary Opposition (APO),-1,Incendiary,0,0,0
241,1970,4,28,East Germany (GDR),Eastern Europe,Berlin,Berlin,52.50153,13.401851,Facility/Infrastructure Attack,Government (General),Unknown,-1,Incendiary,-1,-1,-1
242,1970,4,29,United States,North America,New York,New York City,40.697132,-73.931351,Bombing/Explosion,Police,Black Nationalists,-99,Explosives,0,0,0
243,1970,4,30,United States,North America,Louisiana,Baton Rouge,30.443335,-91.186994,Bombing/Explosion,Business,Black Nationalists,-99,Explosives,0,0,0
244,1970,5,0,United States,North America,Massachusetts,Boston,42.290156,-71.04897,Facility/Infrastructure Attack,Religious Figures/Institutions,Black Nationalists,-99,Incendiary,0,0,0
245,1970,5,0,United States,North America,Puerto Rico,Rio Piedras,18.386932,-66.061127,Bombing/Explosion,Business,Puerto Rican Nationalists,-99,Explosives,0,1,1
246,1970,5,1,United States,North America,New York,New York City,40.697132,-73.931351,Facility/Infrastructure Attack,Military,Left-Wing Militants,4,Incendiary,0,0,0
247,1970,5,1,United States,North America,Indiana,Greencastle,39.640397,-86.861622,Bombing/Explosion,Military,Student Radicals,-99,Explosives,0,0,0
248,1970,5,1,United States,North America,Connecticut,New Haven,41.316324,-72.922343,Bombing/Explosion,Educational Institution,Student Radicals,-99,Explosives,0,2,2
249,1970,5,1,United States,North America,New York,New York City,40.697132,-73.931351,Bombing/Explosion,Business,Armed Revolutionary Independence Movement (MIRA),-99,Explosives,0,10,10
250,1970,5,1,United States,North America,New York,New York City,40.697132,-73.931351,Bombing/Explosion,Business,Armed Revolutionary Independence Movement (MIRA),-99,Explosives,0,1,1
251,1970,5,1,United States,North America,Illinois,Champaign,40.1142,-88.243499,Facility/Infrastructure Attack,Business,Revolutionary Force 26,-99,Incendiary,0,0,0
252,1970,5,1,United States,North America,Illinois,Champaign,40.1142,-88.243499,Facility/Infrastructure Attack,Business,Revolutionary Force 26,-99,Incendiary,0,0,0
253,1970,5,4,Paraguay,South America,Asuncion,Asuncion,-25.282773,-57.63561,Assassination,Government (Diplomatic),Palestinians,2,Firearms,1,1,3
254,1970,5,4,United States,North America,Maryland,Jennings,39.645039,-79.183128,Facility/Infrastructure Attack,Government (General),Strikers,-99,Incendiary,0,0,0
255,1970,5,4,United States,North America,North Carolina,Chapel Hill,35.904912,-79.046913,Bombing/Explosion,Military,Student Radicals,-99,Explosives,0,0,0
256,1970,5,4,United States,North America,Oklahoma,Norman,35.22076,-97.446599,Facility/Infrastructure Attack,Government (General),Left-Wing Militants,-99,Incendiary,0,0,0
257,1970,5,4,United States,North America,Missouri,Maryville,40.347457,-94.872909,Facility/Infrastructure Attack,Military,Left-Wing Militants,-99,Incendiary,0,0,0
258,1970,5,5,East Germany (GDR),Eastern Europe,Berlin,Berlin,52.50153,13.401851,Facility/Infrastructure Attack,Government (Diplomatic),Extraparliamentary Opposition (APO),-1,Incendiary,0,0,0
259,1970,5,5,United States,North America,Idaho,Lewiston,46.404973,-117.009341,Facility/Infrastructure Attack,Military,Left-Wing Militants,1,Incendiary,0,0,0
260,1970,5,5,United States,North America,Florida,Coral Gables,25.720851,-80.277857,Bombing/Explosion,Educational Institution,Black Afro Militant Movement,-99,Explosives,0,0,0
261,1970,5,5,United States,North America,Florida,Orlando,28.538235,-81.377389,Facility/Infrastructure Attack,Government (General),Left-Wing Militants,-99,Incendiary,0,0,0
262,1970,5,5,United States,North America,New York,New York City,40.697132,-73.931351,Bombing/Explosion,Business,Unknown,-99,Explosives,0,2,2
263,1970,5,6,United States,North America,California,Oakland,37.791927,-122.225906,Facility/Infrastructure Attack,Government (General),Left-Wing Militants,-99,Incendiary,0,0,0
264,1970,5,6,United States,North America,Washington,Longview,46.143582,-122.925645,Bombing/Explosion,Military,Left-Wing Militants,-99,Explosives,0,0,0
265,1970,5,6,United States,North America,Pennsylvania,Reading,40.336585,-75.927843,Facility/Infrastructure Attack,Military,Left-Wing Militants,-99,Incendiary,0,0,0
266,1970,5,6,United States,North America,Oregon,Portland,45.511795,-122.675629,Facility/Infrastructure Attack,Government (General),Left-Wing Militants,-99,Incendiary,0,0,0
267,1970,5,6,United States,North America,California,San Pedro,33.73787,-118.284664,Facility/Infrastructure Attack,Military,Left-Wing Militants,2,Incendiary,0,0,0
268,1970,5,6,United States,North America,Oregon,Portland,45.511795,-122.675629,Facility/Infrastructure Attack,Government (General),Left-Wing Militants,-99,Incendiary,0,0,0
269,1970,5,6,United States,North America,Massachusetts,Boston,42.301631,-71.067605,Facility/Infrastructure Attack,Religious Figures/Institutions,Black Nationalists,-99,Incendiary,0,0,0
270,1970,5,7,United States,North America,New York,New York City,40.697132,-73.931351,Bombing/Explosion,Business,Unknown,-99,Explosives,0,0,0
271,1970,5,8,United States,North America,Connecticut,New London,41.356445,-72.096469,Facility/Infrastructure Attack,Military,Left-Wing Militants,-99,Incendiary,0,0,0
272,1970,5,9,United States,North America,New York,New York City,40.818985,-73.595724,Facility/Infrastructure Attack,Educational Institution,Stop the War Coalition,-99,Incendiary,0,12,12
273,1970,5,9,United States,North America,California,Los Angeles,34.097866,-118.407379,Bombing/Explosion,Government (General),Left-Wing Militants,-99,Explosives,0,0,0
274,1970,5,9,United States,North America,California,Sacramento,38.551295,-121.471066,Armed Assault,Police,Black Nationalists,-99,Firearms,1,0,2
275,1970,5,10,East Germany (GDR),Eastern Europe,Berlin,Berlin,52.50153,13.401851,Facility/Infrastructure Attack,Business,Extraparliamentary Opposition (APO),-1,Incendiary,0,0,0
276,1970,5,10,United States,North America,District of Columbia,Washington,38.908642,-77.015381,Bombing/Explosion,NGO,"Weather Underground, Weathermen",-1,Explosives,0,0,0
277,1970,5,12,Switzerland,Western Europe,Geneva,Geneva,46.198392,6.142296,Bombing/Explosion,Airports & Aircraft,1st of May Group,-1,Explosives,-1,-1,-1
278,1970,5,12,United States,North America,Texas,Houston,29.813822,-95.365295,Bombing/Explosion,Telecommunication,Ku Klux Klan,4,Explosives,0,0,0
279,1970,5,12,United States,North America,Michigan,Detroit,42.331685,-83.047924,Facility/Infrastructure Attack,Government (General),Left-Wing Militants,-99,Incendiary,0,0,0
280,1970,5,13,United States,North America,Iowa,Des Moines,41.579662,-93.621506,Bombing/Explosion,Police,Black Panthers,-99,Explosives,0,2,2
281,1970,5,13,United States,North America,Utah,Salt Lake City,40.759505,-111.888229,Bombing/Explosion,Military,Left-Wing Militants,-99,Explosives,0,0,0
282,1970,5,13,United States,North America,North Carolina,Oxford,36.312,-78.5882,Facility/Infrastructure Attack,Private Citizens & Property,Black Nationalists,-99,Incendiary,0,0,0
283,1970,5,13,United States,North America,Florida,Miami,25.774591,-80.214195,Facility/Infrastructure Attack,Business,Black Afro Militant Movement,6,Incendiary,0,0,0
284,1970,5,14,United States,North America,Massachusetts,Melrose,42.45717,-71.064049,Facility/Infrastructure Attack,Military,Left-Wing Militants,-99,Incendiary,0,0,0
285,1970,5,14,United States,North America,New York,New York City,40.697132,-73.931351,Bombing/Explosion,Educational Institution,Student Radicals,-99,Explosives,0,0,0
286,1970,5,14,United States,North America,California,Long Beach,33.783824,-118.11409,Bombing/Explosion,Educational Institution,Student Radicals,-99,Explosives,0,0,0
287,1970,5,14,United States,North America,North Carolina,Oxford,36.312,-78.5882,Facility/Infrastructure Attack,Business,Black Nationalists,-99,Incendiary,0,0,0
288,1970,5,15,West Germany (FRG),Western Europe,Berlin,West Berlin,52.50153,13.401851,Facility/Infrastructure Attack,Business,Unknown,-1,Incendiary,-1,-1,-1
289,1970,5,15,Uruguay,South America,Montevideo,Montevideo,-34.891151,-56.187214,Assassination,Military,Tupamaros (Uruguay),4,Firearms,0,0,0
290,1970,5,15,West Germany (FRG),Western Europe,Berlin,West Berlin,52.50153,13.401851,Armed Assault,Business,Unknown,-1,Firearms,-1,-1,-1
291,1970,5,15,United States,North America,Washington,Seattle,47.610786,-122.331306,Bombing/Explosion,Business,Black Nationalists,1,Explosives,1,0,2
292,1970,5,16,United States,North America,New York,New York City,40.697132,-73.931351,Bombing/Explosion,Military,Cuban Action,3,Explosives,0,0,0
293,1970,5,19,United States,North America,Missouri,Afton,38.550245,-90.332723,Facility/Infrastructure Attack,Government (General),Left-Wing Militants,-99,Incendiary,0,0,0
294,1970,5,20,United States,North America,Florida,Quincy,30.588141,-84.580929,Bombing/Explosion,Utilities,Unknown,-99,Explosives,0,0,0
295,1970,5,20,United States,North America,Pennsylvania,Carlisle,40.20119,-77.189169,Facility/Infrastructure Attack,Government (General),Left-Wing Militants,-99,Incendiary,0,0,0
296,1970,5,20,United States,North America,Florida,Miami,25.774591,-80.214195,Facility/Infrastructure Attack,Educational Institution,Black Afro Militant Movement,5,Incendiary,0,0,0
297,1970,5,21,United States,North America,California,Trona,35.76625,-117.370674,Bombing/Explosion,Private Citizens & Property,Strikers,-99,Explosives,0,0,0
298,1970,5,22,United States,North America,New York,New York City,40.697132,-73.931351,Unarmed Assault,Terrorists/Non-State Militia,Jewish Defense League (JDL),6,Melee,0,3,3
299,1970,5,22,United States,North America,Minnesota,St. Paul,44.946604,-93.136446,Armed Assault,Police,Black Nationalists,2,Firearms,1,0,2
300,1970,5,22,United States,North America,Iowa,Ames,42.025345,-93.620199,Bombing/Explosion,Police,Black Panthers,-99,Explosives,0,10,10
301,1970,5,25,United States,North America,North Carolina,Oxford,36.312,-78.5882,Facility/Infrastructure Attack,Business,Black Nationalists,-99,Incendiary,0,0,0
302,1970,5,26,United States,North America,North Carolina,Oxford,36.312,-78.5882,Facility/Infrastructure Attack,Business,Black Nationalists,-99,Incendiary,0,0,0
303,1970,5,26,United States,North America,North Carolina,Oxford,36.312,-78.5882,Facility/Infrastructure Attack,Business,Black Nationalists,-99,Incendiary,0,0,0
304,1970,5,27,United States,North America,California,Los Angeles,34.097866,-118.407379,Bombing/Explosion,Government (General),Left-Wing Militants,-99,Explosives,0,0,0
305,1970,5,27,United States,North America,Massachusetts,Boston,42.301631,-71.067605,Facility/Infrastructure Attack,Religious Figures/Institutions,Black Nationalists,-99,Incendiary,0,0,0
306,1970,5,27,United States,North America,Massachusetts,Boston,42.301631,-71.067605,Facility/Infrastructure Attack,Religious Figures/Institutions,Black Nationalists,-99,Incendiary,0,0,0
307,1970,5,28,United States,North America,California,Sacramento,38.579065,-121.491014,Armed Assault,Police,Black Panthers,6,Firearms,1,0,2
308,1970,5,28,United States,North America,Arizona,Phoenix,33.44826,-112.075774,Bombing/Explosion,Government (General),Left-Wing Militants,-99,Explosives,0,0,0
309,1970,5,28,United States,North America,New York,New York City,40.697132,-73.931351,Bombing/Explosion,Educational Institution,Student Radicals,-99,Explosives,0,0,0
310,1970,5,28,United States,North America,California,Fullerton,33.882923,-117.929104,Facility/Infrastructure Attack,Educational Institution,Right-wing extremists,-99,Incendiary,0,0,0
311,1970,5,29,Argentina,South America,Buenos Aires,Buenos Aires,-34.61768,-58.444435,Hostage Taking (Kidnapping),Government (General),Montoneros (Argentina),-1,Unknown,1,0,2
312,1970,5,29,Uruguay,South America,Montevideo,Montevideo,-34.891151,-56.187214,Armed Assault,Military,Tupamaros (Uruguay),42,Firearms,0,0,0
313,1970,5,29,United States,North America,California,Oakland,37.791927,-122.225906,Bombing/Explosion,Private Citizens & Property,Black Nationalists,-99,Explosives,0,0,0
314,1970,5,29,United States,North America,California,San Diego,32.715695,-117.161719,Facility/Infrastructure Attack,Military,Left-Wing Militants,1,Sabotage Equipment,0,0,0
315,1970,5,30,United States,North America,New York,New York City,40.697132,-73.931351,Bombing/Explosion,Business,Left-Wing Militants,-99,Explosives,0,0,0
316,1970,6,1,Argentina,South America,Unknown,Unknown,0.0,0.0,Assassination,Government (General),Montoneros (Argentina),4,Firearms,1,0,2
317,1970,6,2,Philippines,Southeast Asia,Capiz,Roxas,11.586558,122.753716,Bombing/Explosion,Airports & Aircraft,Unknown,-1,Explosives,1,12,14
318,1970,6,2,United States,North America,Louisiana,Baton Rouge,30.443335,-91.186994,Bombing/Explosion,Utilities,Unknown,-99,Explosives,0,0,0
319,1970,6,2,United States,North America,Illinois,Joliet,41.524935,-88.084594,Assassination,Private Citizens & Property,Unknown,-99,Explosives,0,1,1
320,1970,6,3,United States,North America,Oregon,Portland,45.511795,-122.675629,Facility/Infrastructure Attack,Government (General),Left-Wing Militants,-99,Incendiary,0,0,0
321,1970,6,4,United States,North America,California,Oakland,37.791927,-122.225906,Bombing/Explosion,Police,Black Nationalists,-99,Explosives,0,0,0
322,1970,6,5,United States,North America,California,Los Angeles,34.097866,-118.407379,Bombing/Explosion,Military,Student Radicals,-99,Explosives,0,0,0
323,1970,6,6,Philippines,Southeast Asia,Metropolitan Manila,Quezon City,14.67428,121.057495,Bombing/Explosion,Government (Diplomatic),Kabataang Makabayan (KM),-1,Explosives,0,0,0
324,1970,6,6,West Germany (FRG),Western Europe,Berlin,West Berlin,52.50153,13.401851,Armed Assault,Business,Extraparliamentary Opposition (APO),-1,Firearms,-1,-1,-1
325,1970,6,6,West Germany (FRG),Western Europe,Berlin,West Berlin,52.50153,13.401851,Armed Assault,Government (General),Extraparliamentary Opposition (APO),-1,Firearms,-1,-1,-1
326,1970,6,6,United States,North America,New York,New York City,40.697132,-73.931351,Facility/Infrastructure Attack,Business,Unknown,-99,Chemical,0,0,0
327,1970,6,6,United States,North America,California,Berkeley,37.874043,-122.280022,Bombing/Explosion,Police,Black Nationalists,-99,Explosives,0,0,0
328,1970,6,7,Jordan,Middle East & North Africa,Amman,Amman,31.950001,35.933331,Unknown,Military,Unknown,-1,Unknown,0,1,1
329,1970,6,7,Jordan,Middle East & North Africa,Amman,Amman,31.950001,35.933331,Hostage Taking (Kidnapping),Government (Diplomatic),Popular Front for the Liberation of Palestine (PFLP),-1,Unknown,-1,0,-1
330,1970,6,7,United States,North America,California,Los Angeles,33.96307,-118.232573,Bombing/Explosion,Police,Black Nationalists,-99,Explosives,0,0,0
331,1970,6,8,United States,North America,Illinois,Chicago,41.842602,-87.681229,Bombing/Explosion,Government (General),"Weather Underground, Weathermen",-1,Explosives,0,0,0
332,1970,6,8,United States,North America,California,Oakland,37.791927,-122.225906,Bombing/Explosion,Military,Left-Wing Militants,-99,Explosives,0,0,0
333,1970,6,9,Venezuela,South America,Lara,Barquisimeto,10.063506,-69.334722,Hostage Taking (Kidnapping),Business,Armed Forces of National Liberation- Venezuela (FALN),3,Unknown,0,0,0
334,1970,6,9,Iran,Middle East & North Africa,Tehran,Tehran,35.724533,51.40519,Bombing/Explosion,Airports & Aircraft,Popular Front for the Liberation of Palestine (PFLP),-1,Explosives,-1,-1,-1
335,1970,6,9,United States,North America,New York,New York City,40.697132,-73.931351,Bombing/Explosion,Police,"Weather Underground, Weathermen",-1,Explosives,-1,-1,-1
336,1970,6,9,Jordan,Middle East & North Africa,Amman,Amman,31.950001,35.933331,Hostage Taking (Barricade Incident),Business,Popular Front for the Liberation of Palestine (PFLP),-1,Firearms,0,0,0
337,1970,6,9,Jordan,Middle East & North Africa,Amman,Amman,31.950001,35.933331,Hostage Taking (Barricade Incident),Business,Popular Front for the Liberation of Palestine (PFLP),-1,Firearms,0,0,0
338,1970,6,9,United States,North America,Illinois,Galesburg,40.946915,-90.364659,Facility/Infrastructure Attack,Government (General),Left-Wing Militants,-99,Incendiary,0,0,0
339,1970,6,9,United States,North America,New Jersey,Newark,40.73197,-74.174184,Assassination,Private Citizens & Property,Black Nationalists,-99,Firearms,0,1,1
340,1970,6,10,Jordan,Middle East & North Africa,Amman,Amman,31.950001,35.933331,Assassination,Military,Popular Front for the Liberation of Palestine (PFLP),-1,Unknown,1,0,2
341,1970,6,11,Brazil,South America,Rio de Janeiro,Rio de Janeiro,-22.908278,-43.197026,Hostage Taking (Kidnapping),Government (Diplomatic),Popular Revolutionary Vanguard (VPR),-1,Unknown,1,0,2
342,1970,6,11,Iran,Middle East & North Africa,Tehran,Tehran,35.724533,51.40519,Bombing/Explosion,Airports & Aircraft,Unknown,-1,Explosives,-1,-1,-1
343,1970,6,11,United States,North America,Nebraska,Omaha,41.260675,-95.940469,Bombing/Explosion,Police,Black Panthers,-99,Explosives,0,0,0
344,1970,6,12,Uruguay,South America,Montevideo,Montevideo,-34.891151,-56.187214,Unknown,Government (Diplomatic),Tupamaros (Uruguay),5,Unknown,0,0,0
345,1970,6,12,United States,North America,Illinois,Cairo,37.005322,-89.176156,Bombing/Explosion,Government (General),Black Nationalists,-99,Explosives,0,0,0
346,1970,6,12,United States,North America,Illinois,Cairo,37.005105,-89.176269,Armed Assault,Police,Black Nationalists,-99,Firearms,0,1,1
347,1970,6,13,United States,North America,Iowa,Des Moines,41.579662,-93.621506,Bombing/Explosion,Business,Black Panthers,-99,Explosives,0,20,20
348,1970,6,13,United States,North America,Missouri,Kansas City,39.176086,-94.574127,Bombing/Explosion,Business,Black Nationalists,-99,Explosives,0,0,0
349,1970,6,14,West Germany (FRG),Western Europe,Berlin,West Berlin,52.50153,13.401851,Facility/Infrastructure Attack,Government (General),Unknown,-1,Incendiary,-1,-1,-1
350,1970,6,14,West Germany (FRG),Western Europe,Berlin,West Berlin,52.50153,13.401851,Facility/Infrastructure Attack,Government (General),Unknown,-1,Incendiary,-1,-1,-1
351,1970,6,15,United States,North America,California,Manhattan Beach,33.887157,-118.410843,Bombing/Explosion,Police,Black Nationalists,-99,Explosives,0,0,0
352,1970,6,17,United States,North America,California,Emeryville,37.831455,-122.285164,Bombing/Explosion,Police,Black Nationalists,-99,Explosives,0,3,3
353,1970,6,18,United States,North America,New York,New York City,40.697132,-73.931351,Facility/Infrastructure Attack,Educational Institution,Student Radicals,2,Incendiary,0,0,0
354,1970,6,18,United States,North America,New York,New York City,40.697132,-73.931351,Facility/Infrastructure Attack,Other,Black Nationalists,1,Incendiary,0,0,0
355,1970,6,19,United States,North America,California,Berkeley,37.874043,-122.280022,Bombing/Explosion,Business,Unknown,-1,Explosives,-1,-1,-1
356,1970,6,19,United States,North America,California,Berkeley,37.874043,-122.280022,Bombing/Explosion,Business,Unknown,-1,Explosives,0,0,0
357,1970,6,19,United States,North America,Illinois,Chicago,41.842602,-87.681229,Armed Assault,Police,Black Nationalists,2,Firearms,1,0,2
358,1970,6,19,United States,North America,California,San Francisco,37.755363,-122.443352,Armed Assault,Police,Black Nationalists,-99,Firearms,1,0,2
359,1970,6,21,United States,North America,Iowa,Des Moines,41.579662,-93.621506,Bombing/Explosion,Police,Black Panthers,-99,Explosives,0,0,0
